X,Y,Object Type,Radius,Width,Height,Theta,HP,R,G,B
30,900,2,0,200,60,1.570796327,-1000,100,100,100
30,1100,2,0,200,60,1.570796327,-1000,100,100,100
30,1300,2,0,200,60,1.570796327,-1000,100,100,100
30,1500,2,0,200,60,1.570796327,-1000,100,100,100
30,1700,2,0,200,60,1.570796327,-1000,100,100,100
30,1900,2,0,200,60,1.570796327,-1000,100,100,100
30,2100,2,0,200,60,1.570796327,-1000,100,100,100
30,2300,2,0,200,60,1.570796327,-1000,100,100,100
30,2500,2,0,200,60,1.570796327,-1000,100,100,100
30,2700,2,0,200,60,1.570796327,-1000,100,100,100
30,2900,2,0,200,60,1.570796327,-1000,100,100,100
30,3100,2,0,200,60,1.570796327,-1000,100,100,100
30,3300,2,0,200,60,1.570796327,-1000,100,100,100
30,3500,2,0,200,60,1.570796327,-1000,100,100,100
30,3700,2,0,200,60,1.570796327,-1000,100,100,100
3810,100,2,0,200,60,1.570796327,-1000,100,100,100
3810,300,2,0,200,60,1.570796327,-1000,100,100,100
3810,500,2,0,200,60,1.570796327,-1000,100,100,100
3810,700,2,0,200,60,1.570796327,-1000,100,100,100
3810,900,2,0,200,60,1.570796327,-1000,100,100,100
3810,1100,2,0,200,60,1.570796327,-1000,100,100,100
3810,1300,2,0,200,60,1.570796327,-1000,100,100,100
3810,1500,2,0,200,60,1.570796327,-1000,100,100,100
3810,1700,2,0,200,60,1.570796327,-1000,100,100,100
3810,1900,2,0,200,60,1.570796327,-1000,100,100,100
3810,2100,2,0,200,60,1.570796327,-1000,100,100,100
3810,2300,2,0,200,60,1.570796327,-1000,100,100,100
3810,2500,2,0,200,60,1.570796327,-1000,100,100,100
3810,2700,2,0,200,60,1.570796327,-1000,100,100,100
3810,2900,2,0,200,60,1.570796327,-1000,100,100,100
3810,3100,2,0,200,60,1.570796327,-1000,100,100,100
3810,3300,2,0,200,60,1.570796327,-1000,100,100,100
3810,3500,2,0,200,60,1.570796327,-1000,100,100,100
3810,3700,2,0,200,60,1.570796327,-1000,100,100,100
